,Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_Length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,Preceeding,Following,Space_Hdwy,Time_Hdwy
652447,1881,5344,679,1118847513300,4.109,30.774,6451143.754,1873356.648,12.5,4.0,2,20.08,0.0,1,1877,0,44.39,2.21
652448,1881,5345,679,1118847513400,4.099,32.774,6451145.097999999,1873355.167,12.5,4.0,2,20.08,0.0,1,1877,0,44.34,2.21
652449,1881,5346,679,1118847513500,4.0889999999999995,34.774,6451146.442000001,1873353.686,12.5,4.0,2,20.08,0.0,1,1877,0,44.29,2.21
652450,1881,5347,679,1118847513600,4.079,36.773,6451147.786,1873352.205,12.5,4.0,2,20.08,0.0,1,1877,0,44.25,2.2
652451,1881,5348,679,1118847513700,4.069,38.774,6451149.131,1873350.7240000002,12.5,4.0,2,20.08,0.0,1,1877,0,44.21,2.2
652452,1881,5349,679,1118847513800,4.059,40.754,6451150.475,1873349.243,12.5,4.0,2,20.08,1.84,1,1877,0,44.17,2.2
652453,1881,5350,679,1118847513900,4.048,42.746,6451151.8,1873347.785,12.5,4.0,2,20.48,5.89,1,1877,0,44.08,2.15
652454,1881,5351,679,1118847514000,4.0,44.798,6451153.194,1873346.305,12.5,4.0,2,21.23,9.6,1,1877,0,43.87,2.07
652455,1881,5352,679,1118847514100,3.992,46.968,6451154.656,1873344.69,12.5,4.0,2,22.13,9.37,1,1877,0,43.52,1.97
652456,1881,5353,679,1118847514200,4.013999999999999,49.261,6451156.169,1873342.9719999998,12.5,4.0,2,22.77,4.15,1,1877,0,43.08,1.89
652457,1881,5354,679,1118847514300,4.003,51.592,6451157.767000001,1873341.211,12.5,4.0,2,22.95,-1.0,1,1877,0,42.66,1.86
652458,1881,5355,679,1118847514400,3.991,53.89,6451159.315,1873339.506,12.5,4.0,2,22.9,-1.53,1,1877,0,42.36,1.85
652459,1881,5356,679,1118847514500,3.98,56.157,6451160.791,1873337.879,12.5,4.0,2,22.88,1.05,1,1877,0,42.17,1.84
652460,1881,5357,679,1118847514600,3.968,58.437,6451162.339,1873336.174,12.5,4.0,2,23.01,2.59,1,1877,0,42.0,1.83
652461,1881,5358,679,1118847514700,3.9560000000000004,60.755,6451163.918,1873334.435,12.5,4.0,2,23.22,1.64,1,1877,0,41.84,1.8
652462,1881,5359,679,1118847514800,3.944,63.086999999999996,6451165.477000001,1873332.717,12.5,4.0,2,23.42,1.64,1,1877,0,41.67,1.78
652463,1881,5360,679,1118847514900,3.932,65.421,6451167.044,1873330.991,12.5,4.0,2,23.71,4.08,1,1877,0,41.57,1.75
652464,1881,5361,679,1118847515000,3.907,67.803,6451168.6389999995,1873329.253,12.5,4.0,2,24.17,5.58,1,1877,0,41.53,1.72
652465,1881,5362,679,1118847515100,3.906,70.25399999999999,6451170.284,1873327.4230000002,12.5,4.0,2,24.63,4.29,1,1877,0,41.53,1.69
