,Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_Length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,Preceeding,Following,Space_Hdwy,Time_Hdwy
101620,380,827,499,1118847061600,29.031,38.683,6451130.502,1873334.1090000002,17.0,8.5,2,40.0,0.0,3,374,0,49.63,1.24
101621,380,828,499,1118847061700,29.01,42.683,6451133.191000001,1873331.1469999999,17.0,8.5,2,40.0,0.0,3,374,0,49.14,1.23
101622,380,829,499,1118847061800,28.989,46.683,6451135.88,1873328.186,17.0,8.5,2,40.0,0.0,3,374,0,48.54,1.21
101623,380,830,499,1118847061900,28.969,50.683,6451138.568,1873325.2240000002,17.0,8.5,2,40.0,0.0,3,374,0,47.93,1.2
101624,380,831,499,1118847062000,28.948,54.683,6451141.257,1873322.2619999999,17.0,8.5,2,40.0,0.0,3,374,0,47.4,1.19
101625,380,832,499,1118847062100,28.927,58.683,6451143.945,1873319.301,17.0,8.5,2,40.0,0.0,3,374,0,46.92,1.17
101626,380,833,499,1118847062200,28.906999999999996,62.681000000000004,6451146.634,1873316.3390000002,17.0,8.5,2,40.02,0.26,3,374,0,46.42,1.16
101627,380,834,499,1118847062300,28.886999999999997,66.685,6451149.322000001,1873313.3769999999,17.0,8.5,2,40.03,0.13,3,374,0,45.91,1.15
101628,380,835,499,1118847062400,28.865,70.7,6451152.011,1873310.416,17.0,8.5,2,39.93,-1.65,3,374,0,45.4,1.14
101629,380,836,499,1118847062500,28.845,74.702,6451154.72,1873307.4319999998,17.0,8.5,2,39.63,-4.31,3,374,0,44.9,1.13
101630,380,837,499,1118847062600,28.837,78.65100000000001,6451157.372,1873304.4919999999,17.0,8.5,2,39.19,-5.32,3,374,0,44.44,1.13
101631,380,838,499,1118847062700,28.805,82.56700000000001,6451159.975,1873301.642,17.0,8.5,2,38.46,-8.42,3,374,0,44.03,1.14
101632,380,839,499,1118847062800,28.785,86.382,6451162.55,1873298.8059999999,17.0,8.5,2,37.43,-11.2,3,374,0,43.73,1.17
101633,380,840,499,1118847062900,28.765,90.06299999999999,6451165.137999999,1873295.955,17.0,8.5,2,36.5,-9.69,3,374,384,43.56,1.19
101634,380,841,499,1118847063000,28.807,93.64200000000001,6451167.658,1873293.126,17.0,8.5,2,35.76,-5.26,3,374,384,43.43,1.21
101635,380,842,499,1118847063100,28.853,97.15700000000001,6451170.129,1873290.4019999998,17.0,8.5,2,35.32,-1.24,3,374,384,43.23,1.22
101636,380,843,499,1118847063200,28.859,100.68299999999999,6451172.532000001,1873287.811,17.0,8.5,2,35.21,-1.55,3,374,384,42.89,1.22
101637,380,844,499,1118847063300,28.901999999999997,104.204,6451174.864,1873285.241,17.0,8.5,2,35.08,-1.86,3,374,384,42.42,1.21
