,Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_Length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,Preceeding,Following,Space_Hdwy,Time_Hdwy
594974,1731,4739,721,1118847452800,4.74,24.461,6451139.057999999,1873361.001,7.0,5.5,1,40.92,0.0,1,1727,0,78.9,1.93
594975,1731,4740,721,1118847452900,4.673,28.396,6451141.746,1873358.04,7.0,5.5,1,40.92,0.0,1,1727,0,78.45,1.92
594976,1731,4741,721,1118847453000,4.652,32.397,6451144.435,1873355.0780000002,7.0,5.5,1,40.92,0.0,1,1727,0,77.94,1.9
594977,1731,4742,721,1118847453100,4.632,36.397,6451147.123,1873352.116,7.0,5.5,1,40.92,0.0,1,1727,0,77.43,1.89
594978,1731,4743,721,1118847453200,4.609,40.897,6451150.147999999,1873348.784,7.0,5.5,1,40.92,0.0,1,1727,0,76.43,1.87
594979,1731,4744,721,1118847453300,4.601,44.903,6451152.82,1873345.822,7.0,5.5,1,40.92,-8.21,1,1727,0,75.93,1.86
594980,1731,4745,721,1118847453400,4.567,48.935,6451155.545,1873342.8390000002,7.0,5.5,1,40.28,-4.72,1,1727,0,75.39,1.87
594981,1731,4746,721,1118847453500,4.547,52.905,6451158.214,1873339.899,7.0,5.5,1,39.99,-0.33,1,1727,0,74.92,1.87
594982,1731,4747,721,1118847453600,4.526,56.898999999999994,6451160.902000001,1873336.938,7.0,5.5,1,39.97,0.14,1,1727,0,74.43,1.86
594983,1731,4748,721,1118847453700,4.506,60.895,6451163.591,1873333.976,7.0,5.5,1,39.98,0.26,1,1727,0,73.94,1.85
594984,1731,4749,721,1118847453800,4.485,64.896,6451166.28,1873331.014,7.0,5.5,1,40.0,0.0,1,1727,0,73.43,1.84
594985,1731,4750,721,1118847453900,4.4639999999999995,68.896,6451168.967999999,1873328.053,7.0,5.5,1,40.0,0.0,1,1727,0,72.93,1.82
594986,1731,4751,721,1118847454000,4.444,72.896,6451171.657000001,1873325.091,7.0,5.5,1,40.0,0.0,1,1727,0,72.43,1.81
594987,1731,4752,721,1118847454100,4.4239999999999995,76.896,6451174.345,1873322.129,7.0,5.5,1,40.0,0.0,1,1727,0,71.93,1.8
594988,1731,4753,721,1118847454200,4.402,80.9,6451177.034,1873319.168,7.0,5.5,1,39.96,-0.65,1,1727,0,71.43,1.79
594989,1731,4754,721,1118847454300,4.382,84.896,6451179.722999999,1873316.206,7.0,5.5,1,39.87,-1.23,1,1727,1735,70.95,1.78
594990,1731,4755,721,1118847454400,4.362,88.87200000000001,6451182.411,1873313.244,7.0,5.5,1,39.81,-0.35,1,1727,1735,70.48,1.77
594991,1731,4756,721,1118847454500,4.351,92.846,6451185.1,1873310.283,7.0,5.5,1,39.83,0.7,1,1727,1735,69.97,1.76
594992,1731,4757,721,1118847454600,4.4,96.837,6451187.788,1873307.321,7.0,5.5,1,39.79,-0.41,1,1727,1735,69.33,1.74
594993,1731,4758,721,1118847454700,4.448,100.834,6451190.497,1873304.3380000002,7.0,5.5,1,39.59,-3.61,1,1727,1735,68.59,1.73
594994,1731,4759,721,1118847454800,4.51,104.788,6451193.149,1873301.3969999999,7.0,5.5,1,39.19,-5.31,1,1727,1735,67.81,1.73
594995,1731,4760,721,1118847454900,4.543,108.675,6451195.753,1873298.5480000002,7.0,5.5,1,38.73,-4.19,1,1727,1735,67.03,1.73
