,Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_Length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,Preceeding,Following,Space_Hdwy,Time_Hdwy
644756,1865,5315,505,1118847510400,39.955999999999996,33.5,6451118.911,1873330.6630000002,10.5,4.5,2,35.0,0.0,4,1856,0,100.85,2.88
644757,1865,5316,505,1118847510500,39.938,36.999,6451121.262999999,1873328.072,10.5,4.5,2,35.0,0.0,4,1856,0,100.35,2.87
644758,1865,5317,505,1118847510600,39.92,40.5,6451123.616,1873325.48,10.5,4.5,2,35.0,0.0,4,1856,0,99.85,2.85
644759,1865,5318,505,1118847510700,39.902,43.998999999999995,6451125.967999999,1873322.889,10.5,4.5,2,35.0,0.0,4,1856,0,99.35,2.84
644760,1865,5319,505,1118847510800,39.884,47.5,6451128.321,1873320.2969999998,10.5,4.5,2,35.0,0.0,4,1856,0,98.85,2.82
644761,1865,5320,505,1118847510900,39.866,50.998999999999995,6451130.6729999995,1873317.706,10.5,4.5,2,35.0,0.0,4,1856,0,98.35,2.81
644762,1865,5321,505,1118847511000,39.848,54.5,6451133.026000001,1873315.114,10.5,4.5,2,35.0,0.0,4,1856,0,97.85,2.8
644763,1865,5322,505,1118847511100,39.83,58.0,6451135.378,1873312.523,10.5,4.5,2,35.0,0.0,4,1856,0,97.34,2.78
644764,1865,5323,505,1118847511200,39.812,61.498000000000005,6451137.731000001,1873309.9309999999,10.5,4.5,2,35.01,0.25,4,1856,0,96.83,2.77
644765,1865,5324,505,1118847511300,39.794000000000004,65.002,6451140.083,1873307.34,10.5,4.5,2,35.03,0.14,4,1856,0,96.33,2.75
644766,1865,5325,505,1118847511400,39.775,68.517,6451142.436000001,1873304.749,10.5,4.5,2,34.93,-1.63,4,1856,0,95.81,2.74
644767,1865,5326,505,1118847511500,39.758,72.018,6451144.807999999,1873302.135,10.5,4.5,2,34.63,-4.3,4,1856,0,95.47,2.76
644768,1865,5327,505,1118847511600,39.751999999999995,75.47,6451147.125,1873299.565,10.5,4.5,2,34.17,-5.59,4,1856,0,95.37,2.79
644769,1865,5328,505,1118847511700,39.722,78.852,6451149.392000001,1873297.086,10.5,4.5,2,33.7,-4.32,4,1856,0,95.49,2.83
644770,1865,5329,505,1118847511800,39.705999999999996,82.182,6451151.631,1873294.619,10.5,4.5,2,33.4,-1.59,4,1856,0,95.87,2.87
644771,1865,5330,505,1118847511900,39.689,85.542,6451153.862000001,1873292.1609999998,10.5,4.5,2,32.94,-5.83,4,1856,0,96.36,2.93
644772,1865,5331,505,1118847512000,39.671,88.833,6451156.094,1873289.7030000002,10.5,4.5,2,32.09,-10.95,4,1856,0,96.87,3.02
644773,1865,5332,505,1118847512100,39.654,91.959,6451158.352000001,1873287.215,10.5,4.5,2,31.48,-5.58,4,1856,0,97.55,3.1
644774,1865,5333,505,1118847512200,39.687,95.01700000000001,6451160.584,1873284.757,10.5,4.5,2,31.47,5.21,4,1856,0,98.32,3.12
644775,1865,5334,505,1118847512300,39.728,98.145,6451162.815,1873282.299,10.5,4.5,2,32.17,11.2,4,1856,0,98.99,3.08
644776,1865,5335,505,1118847512400,39.768,101.41799999999999,6451165.054,1873279.833,10.5,4.5,2,33.32,10.29,4,1856,0,99.44,2.98
644777,1865,5336,505,1118847512500,39.796,104.84,6451167.321,1873277.354,10.5,4.5,2,34.17,5.59,4,1856,0,99.6,2.91
644778,1865,5337,505,1118847512600,39.85,108.29,6451169.637999999,1873274.784,10.5,4.5,2,34.64,4.56,4,1856,0,99.61,2.88
644779,1865,5338,505,1118847512700,39.894,111.795,6451172.01,1873272.17,10.5,4.5,2,34.97,1.83,4,1856,0,99.52,2.85
644780,1865,5339,505,1118847512800,39.936,115.32799999999999,6451174.363,1873269.5790000001,10.5,4.5,2,34.95,-2.01,4,1856,0,99.43,2.84
644781,1865,5340,505,1118847512900,39.98,118.84200000000001,6451176.735,1873266.965,10.5,4.5,2,34.51,-6.51,4,1856,0,99.44,2.88
644782,1865,5341,505,1118847513000,40.059,122.291,6451179.038,1873264.3730000001,10.5,4.5,2,33.64,-11.14,4,1856,0,99.62,2.96
644783,1865,5342,505,1118847513100,40.115,125.59899999999999,6451181.257999999,1873261.904,10.5,4.5,2,32.56,-11.2,4,1856,1871,100.12,3.08
644784,1865,5343,505,1118847513200,40.113,128.76,6451183.42,1873259.582,10.5,4.5,2,31.81,-4.85,4,1856,1871,100.55,3.16
644785,1865,5344,505,1118847513300,40.128,131.851,6451185.464,1873257.364,10.5,4.5,2,31.83,5.21,4,1856,1871,100.94,3.17
644786,1865,5345,505,1118847513400,40.137,135.02200000000002,6451187.616,1873255.0369999998,10.5,4.5,2,32.63,11.2,4,1856,1871,101.02,3.1
644787,1865,5346,505,1118847513500,40.191,138.342,6451189.844,1873252.562,10.5,4.5,2,33.8,11.2,4,1856,1871,101.23,3.0
644788,1865,5347,505,1118847513600,40.251,141.796,6451192.177,1873249.967,10.5,4.5,2,34.84,8.43,4,1856,1871,101.41,2.91
644789,1865,5348,505,1118847513700,40.251,145.349,6451194.597999999,1873247.364,10.5,4.5,2,35.5,4.55,4,1856,1871,101.79,2.87
644790,1865,5349,505,1118847513800,40.172,148.941,6451197.094,1873244.7969999998,10.5,4.5,2,35.84,1.97,4,1856,1871,102.06,2.85
644791,1865,5350,505,1118847513900,40.05,152.543,6451199.642999999,1873242.236,10.5,4.5,2,35.98,0.66,4,1856,1871,102.27,2.84
644792,1865,5351,505,1118847514000,39.943000000000005,156.149,6451202.174,1873239.6709999999,10.5,4.5,2,36.02,0.03,4,1856,1871,102.44,2.84
644793,1865,5352,505,1118847514100,39.836999999999996,159.786,6451204.704,1873237.1069999998,10.5,4.5,2,35.71,-5.07,4,1856,1871,102.62,2.87
644794,1865,5353,505,1118847514200,39.731,163.35399999999998,6451207.235,1873234.542,10.5,4.5,2,34.99,-9.35,4,1856,1871,103.01,2.94
644795,1865,5354,505,1118847514300,39.625,166.77599999999998,6451209.766,1873231.977,10.5,4.5,2,34.52,-3.7,4,1856,1871,103.66,3.0
644796,1865,5355,505,1118847514400,39.549,170.142,6451212.292,1873229.4319999998,10.5,4.5,2,34.75,7.77,4,1856,1871,104.53,3.01
644797,1865,5356,505,1118847514500,39.494,173.646,6451214.822000001,1873226.868,10.5,4.5,2,35.76,11.2,4,1856,1871,105.31,2.94
644798,1865,5357,505,1118847514600,39.486,177.283,6451217.38,1873224.206,10.5,4.5,2,37.21,11.2,4,1856,1871,105.94,2.85
644799,1865,5358,505,1118847514700,39.542,181.093,6451219.973999999,1873221.415,10.5,4.5,2,38.25,6.91,4,1856,1871,106.39,2.78
644800,1865,5359,505,1118847514800,39.644,184.976,6451222.596,1873218.5269999998,10.5,4.5,2,38.76,3.36,4,1856,1871,106.79,2.76
644801,1865,5360,505,1118847514900,39.757,188.888,6451225.222,1873215.62,10.5,4.5,2,38.98,0.63,4,1856,1871,107.21,2.75
644802,1865,5361,505,1118847515000,39.858000000000004,192.797,6451227.844,1873212.733,10.5,4.5,2,39.02,-0.28,4,1856,1871,107.64,2.76
644803,1865,5362,505,1118847515100,39.961999999999996,196.696,6451230.465,1873209.845,10.5,4.5,2,39.0,-0.05,4,1856,1871,108.03,2.77
644804,1865,5363,505,1118847515200,40.064,200.595,6451233.087,1873206.957,10.5,4.5,2,39.0,0.05,4,1856,1871,108.38,2.78
644805,1865,5364,505,1118847515300,40.166,204.49900000000002,6451235.708,1873204.07,10.5,4.5,2,38.97,-0.43,4,1856,1871,108.7,2.79
644806,1865,5365,505,1118847515400,40.293,208.396,6451238.32,1873201.158,10.5,4.5,2,38.91,-0.85,4,1856,1871,109.03,2.8
644807,1865,5366,505,1118847515500,40.375,212.27900000000002,6451240.946,1873198.295,10.5,4.5,2,38.89,-0.07,4,1856,1871,109.41,2.81
644808,1865,5367,505,1118847515600,40.328,216.148,6451243.653,1873195.534,10.5,4.5,2,39.05,2.86,4,1856,1871,109.85,2.81
644809,1865,5368,505,1118847515700,40.214,220.044,6451246.421,1873192.8069999998,10.5,4.5,2,39.5,6.31,4,1856,1871,110.29,2.79
644810,1865,5369,505,1118847515800,40.086999999999996,224.111,6451249.247,1873190.0369999998,10.5,4.5,2,39.29,-6.42,4,1856,1871,110.5,2.81
644811,1865,5370,505,1118847515900,39.975,227.975,6451252.156,1873187.159,10.5,4.5,2,37.91,-11.2,4,1856,1871,110.8,2.92
644812,1865,5371,505,1118847516000,39.896,231.72400000000002,6451255.067000001,1873184.2319999998,10.5,4.5,2,36.86,-10.46,4,1856,1871,111.19,3.02
644813,1865,5372,505,1118847516100,39.875,235.238,6451257.971,1873181.331,10.5,4.5,2,36.92,11.2,4,1856,1871,111.76,3.03
644814,1865,5373,505,1118847516200,39.943000000000005,239.005,6451260.875,1873178.43,10.5,4.5,2,38.02,11.2,4,1856,1871,112.01,2.95
644815,1865,5374,505,1118847516300,40.031,242.896,6451263.793,1873175.487,10.5,4.5,2,39.24,3.67,4,1856,1871,112.14,2.86
644816,1865,5375,505,1118847516400,40.150999999999996,246.94099999999997,6451266.5770000005,1873172.629,10.5,4.5,2,38.9,-11.2,4,1856,1871,112.19,2.88
644817,1865,5376,505,1118847516500,40.255,250.774,6451269.25,1873169.9019999998,10.5,4.5,2,37.65,-11.2,4,1856,1871,112.55,2.99
644818,1865,5377,505,1118847516600,40.342,254.421,6451271.812000001,1873167.304,10.5,4.5,2,37.06,-1.43,4,1856,1871,113.1,3.05
