,Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_Length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,Preceeding,Following,Space_Hdwy,Time_Hdwy
658764,1903,5419,510,1118847520800,50.477,33.613,6451111.16,1873323.5469999998,10.0,5.5,2,35.0,0.0,5,1902,0,49.49,1.41
658765,1903,5420,510,1118847520900,50.458999999999996,37.114000000000004,6451113.512999999,1873320.955,10.0,5.5,2,35.0,0.0,5,1902,0,49.3,1.41
658766,1903,5421,510,1118847521000,50.441,40.613,6451115.865,1873318.364,10.0,5.5,2,35.0,0.0,5,1902,0,49.0,1.4
658767,1903,5422,510,1118847521100,50.423,44.114,6451118.217999999,1873315.7719999999,10.0,5.5,2,35.0,0.0,5,1902,0,48.46,1.38
658768,1903,5423,510,1118847521200,50.405,47.613,6451120.57,1873313.1809999999,10.0,5.5,2,35.0,0.0,5,1902,0,48.16,1.38
658769,1903,5424,510,1118847521300,50.387,51.113,6451122.9229999995,1873310.59,10.0,5.5,2,35.0,0.0,5,1902,0,47.97,1.37
658770,1903,5425,510,1118847521400,50.369,54.613,6451125.275,1873307.9980000001,10.0,5.5,2,35.0,0.0,5,1902,0,48.01,1.37
658771,1903,5426,510,1118847521500,50.351000000000006,58.113,6451127.628,1873305.407,10.0,5.5,2,35.0,0.0,5,1902,0,48.02,1.37
658772,1903,5427,510,1118847521600,50.333,61.613,6451129.98,1873302.815,10.0,5.5,2,35.0,0.0,5,1902,0,48.03,1.37
658773,1903,5428,510,1118847521700,50.315,65.113,6451132.333,1873300.2240000002,10.0,5.5,2,35.0,0.0,5,1902,0,48.03,1.37
658774,1903,5429,510,1118847521800,50.298,68.613,6451134.685,1873297.632,10.0,5.5,2,35.0,0.0,5,1902,0,48.02,1.37
658775,1903,5430,510,1118847521900,50.278999999999996,72.113,6451137.038,1873295.041,10.0,5.5,2,35.0,0.0,5,1902,0,48.02,1.37
658776,1903,5431,510,1118847522000,50.262,75.613,6451139.39,1873292.449,10.0,5.5,2,35.0,0.0,5,1902,1898,48.03,1.37
658777,1903,5432,510,1118847522100,50.243,79.113,6451141.743,1873289.858,10.0,5.5,2,35.0,0.0,5,1902,1898,48.03,1.37
658778,1903,5433,510,1118847522200,50.226000000000006,82.662,6451144.095,1873287.2659999998,10.0,5.5,2,34.54,-7.33,5,1902,1898,47.97,1.39
658779,1903,5434,510,1118847522300,50.207,86.084,6451146.448,1873284.675,10.0,5.5,2,33.48,-11.2,5,1902,1898,48.06,1.44
658780,1903,5435,510,1118847522400,50.19,89.35799999999999,6451148.8,1873282.083,10.0,5.5,2,32.7,-6.95,5,1902,1898,48.28,1.48
658781,1903,5436,510,1118847522500,50.178000000000004,92.51799999999999,6451151.153,1873279.4919999999,10.0,5.5,2,32.66,6.02,5,1902,1898,48.6,1.49
658782,1903,5437,510,1118847522600,50.221000000000004,95.77600000000001,6451153.505,1873276.9009999998,10.0,5.5,2,33.38,11.2,5,1902,1898,48.82,1.46
658783,1903,5438,510,1118847522700,50.257,99.165,6451155.865,1873274.311,10.0,5.5,2,34.65,10.84,5,1902,1898,49.04,1.42
658784,1903,5439,510,1118847522800,50.317,102.704,6451158.172,1873271.743,10.0,5.5,2,35.78,9.51,5,1902,1898,49.27,1.38
658785,1903,5440,510,1118847522900,50.298,106.339,6451160.616,1873269.144,10.0,5.5,2,37.0,11.2,5,1902,1898,49.54,1.34
658786,1903,5441,510,1118847523000,50.285,110.12700000000001,6451163.198,1873266.3869999999,10.0,5.5,2,38.65,11.2,5,1902,1898,49.86,1.29
658787,1903,5442,510,1118847523100,50.243,114.069,6451165.921,1873263.521,10.0,5.5,2,40.3,11.2,5,1902,1898,49.99,1.24
658788,1903,5443,510,1118847523200,50.198,118.163,6451168.7870000005,1873260.506,10.0,5.5,2,41.55,9.91,5,1902,1898,49.97,1.2
658789,1903,5444,510,1118847523300,50.056000000000004,122.40899999999999,6451171.806,1873257.47,10.0,5.5,2,42.27,3.89,5,1902,1898,49.89,1.18
658790,1903,5445,510,1118847523400,49.908,126.681,6451174.81,1873254.458,10.0,5.5,2,42.52,0.38,5,1902,1898,49.94,1.17
658791,1903,5446,510,1118847523500,49.75899999999999,130.938,6451177.815,1873251.445,10.0,5.5,2,42.55,0.09,5,1902,1898,50.09,1.18
658792,1903,5447,510,1118847523600,49.611000000000004,135.195,6451180.82,1873248.4330000002,10.0,5.5,2,42.54,-0.1,5,1902,1898,50.21,1.18
658793,1903,5448,510,1118847523700,49.463,139.467,6451183.824,1873245.4209999999,10.0,5.5,2,42.36,-2.85,5,1902,1898,50.33,1.19
658794,1903,5449,510,1118847523800,49.315,143.715,6451186.852999999,1873242.382,10.0,5.5,2,41.86,-6.99,5,1902,1898,50.44,1.21
658795,1903,5450,510,1118847523900,49.217,147.887,6451189.767999999,1873239.392,10.0,5.5,2,41.07,-9.77,5,1902,1898,50.53,1.23
658796,1903,5451,510,1118847524000,49.098,151.937,6451192.606000001,1873236.5159999998,10.0,5.5,2,40.2,-8.26,5,1902,1898,50.61,1.26
658797,1903,5452,510,1118847524100,48.993,155.901,6451195.372,1873233.697,10.0,5.5,2,39.49,-5.86,5,1902,1898,50.63,1.28
658798,1903,5453,510,1118847524200,48.988,159.825,6451198.021000001,1873230.856,10.0,5.5,2,38.78,-6.97,5,1902,1898,50.64,1.31
658799,1903,5454,510,1118847524300,49.042,163.657,6451200.679,1873227.92,10.0,5.5,2,38.2,-5.77,5,1902,1898,50.82,1.33
658800,1903,5455,510,1118847524400,49.096000000000004,167.41099999999997,6451203.381,1873224.935,10.0,5.5,2,38.07,1.0,5,1902,1898,51.18,1.34
658801,1903,5456,510,1118847524500,49.202,171.17700000000002,6451206.069,1873221.9730000002,10.0,5.5,2,38.44,8.02,5,1902,1898,51.64,1.34
658802,1903,5457,510,1118847524600,49.306999999999995,175.047,6451208.757999999,1873219.011,10.0,5.5,2,39.16,8.63,5,1902,1898,51.67,1.32
658803,1903,5458,510,1118847524700,49.412,179.042,6451211.446,1873216.05,10.0,5.5,2,39.79,3.25,5,1902,1898,51.42,1.29
658804,1903,5459,510,1118847524800,49.516999999999996,183.062,6451214.135,1873213.0880000002,10.0,5.5,2,39.99,0.03,5,1902,1898,50.88,1.27
658805,1903,5460,510,1118847524900,49.623000000000005,187.06400000000002,6451216.824,1873210.126,10.0,5.5,2,39.97,-0.3,5,1902,1898,50.51,1.26
658806,1903,5461,510,1118847525000,49.728,191.05900000000003,6451219.512,1873207.165,10.0,5.5,2,39.94,-0.32,5,1902,1898,50.31,1.26
658807,1903,5462,510,1118847525100,49.826,195.03599999999997,6451222.208,1873204.205,10.0,5.5,2,40.06,2.06,5,1902,1898,50.34,1.26
658808,1903,5463,510,1118847525200,49.943000000000005,199.021,6451224.8610000005,1873201.264,10.0,5.5,2,40.55,7.15,5,1902,1898,50.54,1.25
