,Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_Length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,Preceeding,Following,Space_Hdwy,Time_Hdwy
430446,1317,3767,303,1118847355600,71.35600000000001,497.154,6451429.209,1872977.0259999998,12.0,5.0,2,60.11,0.0,7,0,0,0.0,0.0
430447,1317,3768,303,1118847355700,71.074,503.16900000000004,6451433.88,1872973.226,12.0,5.0,2,60.11,0.0,7,0,0,0.0,0.0
430448,1317,3769,303,1118847355800,70.792,509.18300000000005,6451438.551,1872969.427,12.0,5.0,2,60.11,0.0,7,0,0,0.0,0.0
430449,1317,3770,303,1118847355900,70.51,515.198,6451443.222,1872965.628,12.0,5.0,2,60.11,0.0,7,0,0,0.0,0.0
430450,1317,3771,303,1118847356000,70.229,521.211,6451447.892000001,1872961.8290000001,12.0,5.0,2,60.11,0.0,7,0,0,0.0,0.0
430451,1317,3772,303,1118847356100,69.94800000000001,527.224,6451452.562999999,1872958.029,12.0,5.0,2,60.11,-0.19,7,0,0,0.0,0.0
430452,1317,3773,303,1118847356200,69.666,533.221,6451457.234,1872954.23,12.0,5.0,2,60.22,1.79,7,0,0,0.0,0.0
430453,1317,3774,303,1118847356300,69.38,539.226,6451461.887,1872950.4519999998,12.0,5.0,2,60.62,5.84,7,0,0,0.0,0.0
430454,1317,3775,303,1118847356400,69.072,545.293,6451466.597,1872946.6530000002,12.0,5.0,2,61.36,9.44,7,0,0,0.0,0.0
430455,1317,3776,303,1118847356500,68.81,551.4680000000001,6451471.386,1872942.721,12.0,5.0,2,62.3,10.13,7,0,0,0.0,0.0
430456,1317,3777,303,1118847356600,68.57600000000001,557.768,6451476.243,1872938.6919999998,12.0,5.0,2,63.14,7.08,7,0,0,0.0,0.0
430457,1317,3778,303,1118847356700,68.29899999999999,564.1519999999999,6451481.176,1872934.6509999998,12.0,5.0,2,63.57,1.96,7,0,0,0.0,0.0
430458,1317,3779,303,1118847356800,67.961,570.552,6451486.199,1872930.6130000001,12.0,5.0,2,63.53,-3.02,7,0,0,0.0,0.0
430459,1317,3780,303,1118847356900,67.71,576.92,6451491.092999999,1872926.573,12.0,5.0,2,63.05,-7.09,7,0,0,0.0,0.0
430460,1317,3781,303,1118847357000,67.541,583.205,6451495.896000001,1872922.504,12.0,5.0,2,62.22,-9.44,7,0,0,0.0,0.0
430461,1317,3782,303,1118847357100,67.403,589.379,6451500.602000001,1872918.481,12.0,5.0,2,61.32,-9.24,7,0,0,0.0,0.0
430462,1317,3783,303,1118847357200,67.257,595.447,6451505.215,1872914.551,12.0,5.0,2,60.57,-6.34,7,0,0,0.0,0.0
430463,1317,3784,303,1118847357300,67.171,601.448,6451509.722999999,1872910.635,12.0,5.0,2,60.11,-2.64,7,0,0,0.0,0.0
